"Name","Major.capsid","Minor.capsid","Baseplate","Major.tail","Minor.tail","Portal","Tail.fiber","Tail.shaft","Collar","HTJ","Other","Confidence","PhageRBPdetect_prediction","PhageRBDdetect_score","ESM_based_label","ESM_based_fiber_prediction"
"lcl|NC_041871.1_prot_YP_009593958.1_114",0.16,0.29,0.26,0.59,0.22,0.18,0.22,0.14,0.22,2.01,5.71,0.98,0,2.9983796e-05," other",0
"lcl|NC_041871.1_prot_YP_009593959.1_115",0.01,0.51,0.02,0.03,0.03,0.03,0.1,0.02,0.09,0.07,9.1,1,0,2.6962562e-06," other",0
"lcl|NC_041871.1_prot_YP_009593960.1_116",0.01,0.1,0.03,0.01,0.05,0.11,0.08,0.02,0.05,0.09,9.46,1,0,1.8822234e-06," other",0
"lcl|NC_041871.1_prot_YP_009593961.1_117",0,0.02,0.01,0,0.03,0,0.02,0,0,0.03,9.87,1,0,6.201603e-08," other",0
"lcl|NC_041871.1_prot_YP_009593962.1_118",0,0.01,0,0,0.38,0.01,0.02,0,0.01,0,9.55,1,0,3.8599207e-08," other",0
"lcl|NC_041871.1_prot_YP_009593963.1_119",0,0.06,0,0.19,0.2,0,0.01,0,0.01,0.21,9.31,1,0,9.39596e-08," other",0
"lcl|NC_041871.1_prot_YP_009593964.1_120",0,0.04,0.01,0.11,0.02,0.02,0.06,0.01,0.02,0.03,9.68,1,0,8.973139e-10," other",0
"lcl|NC_041871.1_prot_YP_009593965.1_121",0,0.11,0.05,0,0.03,0.07,0.03,0.02,0.01,1.99,7.69,0.99,0,2.1005917e-07," other",0
"lcl|NC_041871.1_prot_YP_009593966.1_122",0,0,0,0,0,0,0,0,0,0,9.99,1,0,6.023413e-08," other",0
"lcl|NC_041871.1_prot_YP_009593967.1_123",0.03,0.08,0.18,0.07,0.11,0.07,0.08,0.03,0.06,0.48,8.81,1,0,2.2104135e-05," other",0
"lcl|NC_041871.1_prot_YP_009593968.1_124",0.02,0.1,0.05,0.02,0.06,0.38,0.06,0.05,0.12,0.29,8.86,1,0,9.807425e-08," other",0
"lcl|NC_041871.1_prot_YP_009593969.1_125",0,0,0,0,0.01,0,0,0,0,0.03,9.95,1,0,1.2895367e-07," other",0
"lcl|NC_041871.1_prot_YP_009593970.1_126",0.02,0.09,0.01,0.11,0.16,2.18,0.15,0,0.15,0.04,7.1,0.99,0,9.845103e-07," other",0
"lcl|NC_041871.1_prot_YP_009593971.1_127",0.02,1.02,0.01,0.03,0.19,0.07,0.17,0.02,0.03,0.07,8.37,0.99,0,4.1853264e-06," other",0
"lcl|NC_041871.1_prot_YP_009593972.1_128",0.04,0.12,0.06,0.02,0.12,0.19,0.1,0.06,0.12,0.61,8.56,1,0,1.009055e-07," other",0
"lcl|NC_041871.1_prot_YP_009593973.1_129",0.01,0.13,0.12,0.27,0.04,0.1,0.03,0.01,0.29,0.11,8.89,1,0,2.4405063e-06," other",0
"lcl|NC_041871.1_prot_YP_009593974.1_130",0.01,0.13,0.04,0.01,0.14,0.2,0.17,0.02,0.09,0.07,9.13,1,0,5.9973777e-06," other",0
"lcl|NC_041871.1_prot_YP_009593975.1_131",0.12,0.3,0.13,0.09,0.14,0.3,0.28,0.08,0.33,0.37,7.88,0.99,0,0.000163446," other",0
"lcl|NC_041871.1_prot_YP_009593976.1_132",0.06,1.32,0.11,0.12,0.11,0.04,0.04,0.02,0.02,0.13,8.03,0.99,0,2.680849e-06," other",0
"lcl|NC_041871.1_prot_YP_009593977.1_133",0,0,0,0,0,0,0,0,0,0,10,1,0,2.4648836e-09," other",0
"lcl|NC_041871.1_prot_YP_009593978.1_134",0.01,0.16,0.02,0.1,0.1,0.02,0.05,0.01,0.05,0.08,9.39,1,0,1.8360657e-07," other",0
"lcl|NC_041871.1_prot_YP_009593979.1_135",0.11,0.33,0.59,0.11,0.2,1.27,0.22,0.07,0.09,1.45,5.55,0.98,0,3.9225007e-08," other",0
"lcl|NC_041871.1_prot_YP_009593980.1_136",0.48,0.55,0.16,0.17,0.39,0.41,0.45,0.06,0.56,0.34,6.43,0.98,0,8.5959016e-07," other",0
"lcl|NC_041871.1_prot_YP_009593981.1_137",0.07,0.5,0.35,0.2,0.33,0.39,0.32,0.08,0.33,1.1,6.34,0.98,0,1.5971249e-05," other",0
"lcl|NC_041871.1_prot_YP_009593982.1_138",0.12,0.09,0.1,0.18,0.04,0.49,0.04,0.01,0.02,7.17,1.74,0.88,0,1.5256356e-07," other",0
"lcl|NC_041871.1_prot_YP_009593983.1_139",0.03,0.03,0.49,0.04,0.06,0.33,0.03,0.03,0.11,4.22,4.65,0.98,0,7.470166e-07," other",0
"lcl|NC_041871.1_prot_YP_009593984.1_140",0.04,0.23,0.02,0.04,0.2,0.22,0.19,0.05,0.1,0.74,8.17,0.99,0,1.8967288e-08," other",0
"lcl|NC_041871.1_prot_YP_009593985.1_141",0,0.04,0.01,0.01,0.03,0.01,0.01,0,0.01,0.68,9.2,1,0,3.0076842e-07," other",0
"lcl|NC_041871.1_prot_YP_009593986.1_142",0,0,0,0,0,0,0,0,0,0,10,1,0,7.4325353e-06," other",0
"lcl|NC_041871.1_prot_YP_009593987.1_143",0,0.01,0,0.01,0,0,0.01,0,0,0.02,9.95,1,0,2.9799727e-07," other",0
"lcl|NC_041871.1_prot_YP_009593988.1_144",0.09,0.18,0.01,0.03,0.01,0.04,0.04,0.01,0.03,0.2,9.36,1,0,2.5053285e-05," other",0
"lcl|NC_041871.1_prot_YP_009593989.1_145",0.01,0.1,0.02,0,0.02,0.77,0.03,0.01,0.02,0.08,8.96,1,0,1.7590859e-08," other",0
"lcl|NC_041871.1_prot_YP_009593990.1_146",0,0.03,0,0,0.02,0.01,0.01,0,0.04,0.01,9.86,1,0,1.872436e-07," other",0
"lcl|NC_041871.1_prot_YP_009593991.1_147",0.14,0.05,0.49,0.03,0.23,0.01,0.32,0.05,0.04,1.76,6.89,0.99,0,1.3540891e-08," other",0
"lcl|NC_041871.1_prot_YP_009593992.1_148",0,0,0,0.02,0.21,0,0.01,0,0.01,0.04,9.7,1,0,2.6829156e-07," other",0
"lcl|NC_041871.1_prot_YP_009593993.1_149",0.02,0.86,0.04,0.06,0.1,1.38,0.06,0.04,0.09,1.15,6.2,0.98,0,3.4897425e-08," other",0
"lcl|NC_041871.1_prot_YP_009593994.1_150",0,0,0,0,0,0,0,0,0,0,10,1,0,3.7068678e-06," other",0
"lcl|NC_041871.1_prot_YP_009593995.1_151",0.02,0.1,0.11,0.08,0.13,0.17,0.14,0.02,0.11,5.54,3.6,0.78,0,8.231156e-06," other",0
"lcl|NC_041871.1_prot_YP_009593996.1_152",0,0,0,0,0,0.05,0,0,0,0,9.94,1,0,3.729344e-08," other",0
"lcl|NC_041871.1_prot_YP_009593997.1_153",0.01,0.07,0.02,0.01,0.01,0.1,0.02,0.01,0.18,0.3,9.28,1,0,9.9290915e-08," other",0
"lcl|NC_041871.1_prot_YP_009593998.1_154",0.02,0.98,0.11,0.04,0.12,0.46,0.34,0.04,0.06,0.55,7.28,0.99,0,3.9490074e-06," other",0
"lcl|NC_041871.1_prot_YP_009593999.1_155",0.05,0.12,0.06,0.02,0.09,0.1,0.04,0.06,0.12,0.34,9.01,1,0,3.024491e-07," other",0
"lcl|NC_041871.1_prot_YP_009594000.1_156",0.04,0.5,0.08,0.06,0.13,0.08,0.19,0.08,0.13,0.21,8.5,0.99,0,3.931441e-07," other",0
"lcl|NC_041871.1_prot_YP_009594001.1_157",0.23,0.56,0.15,0.14,0.04,0.03,0.1,0.02,0.08,0.23,8.42,0.99,0,6.087177e-08," other",0
"lcl|NC_041871.1_prot_YP_009594002.1_158",0.11,0.19,0.02,0.03,0.03,0.04,0.06,0.03,0.14,0.03,9.33,1,0,2.0461798e-08," other",0
"lcl|NC_041871.1_prot_YP_009594003.1_159",0,0.04,0.01,0.01,0.02,2.21,0.15,0.01,0.08,0.07,7.4,0.99,0,6.3210755e-06," other",0
"lcl|NC_041871.1_prot_YP_009594004.1_160",0,0.01,0,0,0.01,0,0.03,0,0.01,3.69,6.24,0.98,0,8.597233e-06," other",0
"lcl|NC_041871.1_prot_YP_009594005.1_161",0.03,0.08,0.04,0,0.02,0.09,0.05,0.01,0.18,0.02,9.49,1,0,5.430929e-06," other",0
"lcl|NC_041871.1_prot_YP_009594006.1_162",0,0,0,0,0,0,0,0,0,0.18,9.82,1,0,3.3335887e-06," other",0
"lcl|NC_041871.1_prot_YP_009594007.1_163",0,0.02,0,0,0,1.38,0.01,0,0.01,0.13,8.45,0.99,0,6.369686e-06," other",0
"lcl|NC_041871.1_prot_YP_009594008.1_164",0,0.08,0.02,0,0.02,0.46,0.11,0.03,0.03,0.12,9.13,1,0,4.156572e-06," other",0
"lcl|NC_041871.1_prot_YP_009594009.1_165",0.01,0.4,0.02,0.01,0.05,0.2,0.13,0.03,0.08,0.13,8.94,1,0,5.714263e-07," other",0
"lcl|NC_041871.1_prot_YP_009594010.1_166",0,0,0,0,0,0,0,0,0,0.14,9.84,1,0,9.6005195e-09," other",0
"lcl|NC_041871.1_prot_YP_009594011.1_167",0,0.01,0,0,0.01,0.04,0.21,0.01,0.07,0.04,9.61,1,0,1.7802678e-05," other",0
"lcl|NC_041871.1_prot_YP_009594012.1_168",0.05,0.14,0.04,0.01,0.09,0.09,0.05,0.02,0.09,0.3,9.14,1,0,1.7682696e-05," other",0
"lcl|NC_041871.1_prot_YP_009594013.1_169",0.04,0.12,0.03,0.03,0.03,0.05,0.08,0.04,0.08,0.18,9.31,1,0,1.8939112e-06," other",0
"lcl|NC_041871.1_prot_YP_009594014.1_170",0.02,0.05,0.31,0.21,0.15,0.07,0.05,0.02,0.05,0.09,8.98,1,0,1.2667433e-05," other",0
"lcl|NC_041871.1_prot_YP_009594015.1_171",0.01,0.21,0.02,0.02,0.06,0.03,0.07,0,0.05,0.85,8.68,1,0,1.514342e-07," other",0
"lcl|NC_041871.1_prot_YP_009594016.1_172",0,0.04,0,0,0,0.01,0,0,0,0,9.94,1,0,5.784699e-08," other",0
"lcl|NC_041871.1_prot_YP_009594017.1_173",0.02,0.2,0.05,0.03,0.06,0.44,0.07,0.03,0.13,0.71,8.26,0.99,0,2.0550644e-05," other",0
"lcl|NC_041871.1_prot_YP_009594018.1_174",0.04,0.1,0.07,0.02,0.07,0.59,0.09,0.42,0.23,0.28,8.09,0.99,0,0.0011708261," other",0
"lcl|NC_041871.1_prot_YP_009594019.1_175",0.03,0.06,0.16,0.03,0.52,0.08,0.08,0.01,0.01,0.06,8.97,1,0,2.845121e-07," other",0
"lcl|NC_041871.1_prot_YP_009594020.1_176",0.05,0.2,0.17,0.01,0.04,0.09,0.16,0.03,0.11,0.17,8.95,1,0,1.8152568e-05," other",0
"lcl|NC_041871.1_prot_YP_009594021.1_177",0.01,0.01,0,0.01,0.01,0.01,0.04,0,0.01,0,9.9,1,0,0.0004515445," other",0
"lcl|NC_041871.1_prot_YP_009594022.1_178",0,0.05,0,0,0.01,0,0.05,0,0,0.37,9.52,1,0,3.5021694e-07," other",0
"lcl|NC_041871.1_prot_YP_009594023.1_179",0,0,0,0,0,0,0,0,0,0.01,9.98,1,0,4.82273e-06," other",0
"lcl|NC_041871.1_prot_YP_009594024.1_180",0,0.08,0,0,0,0,0,0,0,0,9.92,1,0,2.1328767e-06," other",0
"lcl|NC_041871.1_prot_YP_009594025.1_181",0,0,0,0,0,0,0,0,0,0,10,1,0,2.9725646e-07," other",0
"lcl|NC_041871.1_prot_YP_009594026.1_182",0,0.14,0.04,0,0.01,0.11,0.1,0,0.03,1.36,8.2,0.99,0,1.2798827e-06," other",0
"lcl|NC_041871.1_prot_YP_009594027.1_183",0.4,0.37,0.32,0.96,0.6,0.05,0.33,0.02,0.07,0.21,6.67,0.98,0,3.6713727e-06," other",0
"lcl|NC_041871.1_prot_YP_009594028.1_184",0.01,0.02,0.01,0.07,0.06,0.04,0.02,0.01,0.05,0.01,9.69,1,0,5.184192e-06," other",0
"lcl|NC_041871.1_prot_YP_009594029.1_185",0,0,0,0,0,0,0,0,0,0,10,1,0,1.7940667e-06," other",0
"lcl|NC_041871.1_prot_YP_009594030.1_186",0,0,0,0,0,0,0,0,0,0,10,1,0,2.3066276e-08," other",0
"lcl|NC_041871.1_prot_YP_009594031.1_187",0.03,0.03,0.02,0.5,0.1,0,0.01,0.01,0.06,0.01,9.23,1,0,5.386009e-06," other",0
"lcl|NC_041871.1_prot_YP_009594032.1_188",0,0,0,0,0,0,0.01,0,0,0,9.97,1,0,3.9929015e-05," other",0
"lcl|NC_041871.1_prot_YP_009594033.1_189",0,0,0,0,0.01,0.02,0.01,0,0.01,0,9.94,1,0,4.3717137e-06," other",0
"lcl|NC_041871.1_prot_YP_009594034.1_190",0,0.01,0,0,0.06,0,0.01,0,0.02,0.48,9.42,1,0,2.0703665e-06," other",0
"lcl|NC_041871.1_prot_YP_009594035.1_191",0,0.01,0,0,0.07,0.01,0.02,0,0.01,0.01,9.86,1,0,2.7387708e-07," other",0
"lcl|NC_041871.1_prot_YP_009594036.1_192",0.72,1.39,0.72,0.72,0.74,0.72,0.73,0.39,0.88,1.09,1.9,0.96,0,0.0004968451," other",0
"lcl|NC_041871.1_prot_YP_009594037.1_193",0.18,0.32,0.06,0.14,0.16,2.13,0.21,0.05,0.3,0.66,5.79,0.98,0,2.1707612e-07," other",0
"lcl|NC_041871.1_prot_YP_009594038.1_194",0,0.07,0.06,0.11,0.89,0.03,0.2,0.04,0.01,0.92,7.67,0.99,0,2.1052756e-06," other",0
"lcl|NC_041871.1_prot_YP_009594039.1_195",0.22,0.58,0.35,0.91,1.47,0.57,1.33,0.16,0.86,0.55,3,0.96,0,7.855262e-08," other",0
"lcl|NC_041871.1_prot_YP_009594040.1_196",0.27,0.17,0.35,0.33,0.18,0.11,0.27,0.29,0.32,0.24,7.48,0.99,0,7.780912e-08," other",0
"lcl|NC_041871.1_prot_YP_009594041.1_197",0.01,0.17,0.02,0.05,0.04,0.09,0.02,0.02,0.02,0.08,9.49,1,0,1.0157183e-06," other",0
"lcl|NC_041871.1_prot_YP_009594042.1_198",0,0.09,0.02,0.03,0.11,0.06,0.13,0.01,0.02,0.08,9.45,1,0,1.1083608e-08," other",0
"lcl|NC_041871.1_prot_YP_009594043.1_199",0,0.01,0,0,0.03,0.02,0.05,0,0,0.02,9.86,1,0,9.875075e-08," other",0
"lcl|NC_041871.1_prot_YP_009594044.1_200",0,0.02,0,0.01,0.12,0.04,0.08,0.01,0.08,0.01,9.63,1,0,1.5628341e-06," other",0
"lcl|NC_041871.1_prot_YP_009594045.1_201",0,0.03,0,0,0.01,0,0,0,0,0.02,9.93,1,0,3.295494e-08," other",0
"lcl|NC_041871.1_prot_YP_009594046.1_202",0,0.05,0.04,0.04,0.2,0.02,0.21,0.05,0.05,0.04,9.3,1,0,5.1795073e-06," other",0
"lcl|NC_041871.1_prot_YP_009594047.1_203",0.02,0.07,0.03,0.03,0.05,1.21,0.09,0.02,0.11,0.03,8.36,0.99,0,4.796946e-08," other",0
"lcl|NC_041871.1_prot_YP_009594048.1_204",0.19,0.94,0.18,0.24,0.26,0.53,0.27,0.24,0.2,0.23,6.71,0.98,0,1.1668039e-05," other",0
"lcl|NC_041871.1_prot_YP_009594049.1_205",0,0.04,0,0,0.14,0.01,0.03,0,0.01,0.01,9.75,1,0,7.176142e-08," other",0
"lcl|NC_041871.1_prot_YP_009594050.1_206",0,0.01,0,0,0,0,0,0,0,0,9.99,1,0,0.00011432629," other",0
"lcl|NC_041871.1_prot_YP_009594051.1_207",0,0.02,0.01,0.01,0.16,0.14,0.16,0,0.01,0.01,9.47,1,0,1.679062e-07," other",0
"lcl|NC_041871.1_prot_YP_009594052.1_208",0,0.08,0.01,0.02,0.05,0.1,0.04,0,0.04,0.06,9.59,1,0,5.5015045e-07," other",0
"lcl|NC_041871.1_prot_YP_009594053.1_209",0.02,0.24,0.01,0.03,0.05,0.1,0.12,0.02,0.03,0.07,9.32,1,0,1.4054725e-05," other",0
"lcl|NC_041871.1_prot_YP_009594054.1_210",0.01,0.04,0.01,0,0.08,0.01,0.02,0.01,0.03,0.03,9.77,1,0,0.0004213778," other",0
"lcl|NC_041871.1_prot_YP_009594055.1_211",0.53,0.32,0.24,0.28,0.35,0.46,0.76,0.17,0.41,0.27,6.21,0.98,0,0.00021320688," other",0
"lcl|NC_041871.1_prot_YP_009594056.1_212",0.03,0.14,0.03,0.03,0.06,0.05,0.08,0.02,0.04,0.22,9.31,1,0,9.5933756e-05," other",0
"lcl|MZ501081.1_prot_QXV80850.1_1",0.02,0.27,0.02,0.04,0.32,0.2,0.15,0.03,0.08,0.06,8.8,1,0,5.5699385e-08," other",0
"lcl|MZ501081.1_prot_QXV80851.1_2",0.02,0.24,0.1,0.02,0.1,0.9,0.08,0.04,0.23,2.44,5.84,0.98,0,7.175051e-06," other",0
"lcl|MZ501081.1_prot_QXV80852.1_3",0.1,0.51,0.13,0.05,0.37,1.04,0.52,0.07,0.51,0.44,6.25,0.98,0,1.1589395e-06," other",0
"lcl|MZ501081.1_prot_QXV80853.1_4",0.03,0.2,0.1,0.03,0.08,0.1,0.21,0.02,0.06,0.1,9.06,1,0,8.7540466e-05," other",0
"lcl|MZ501081.1_prot_QXV80854.1_5",0.22,0.57,0.11,0.16,0.29,0.91,0.32,0.15,0.28,0.43,6.55,0.98,0,0.00041232028," other",0
"lcl|MZ501081.1_prot_QXV80855.1_6",0,0,0,0,0,0,0,0,0,0,10,1,0,3.878585e-08," other",0
"lcl|MZ501081.1_prot_QXV80856.1_7",0,0,0,0,0,0,0,0,0,3.76,6.22,0.98,0,1.1706392e-05," other",0
"lcl|MZ501081.1_prot_QXV80857.1_8",0,0.1,0.01,0,0.02,0.7,0.01,0,0.01,3.94,5.21,0.98,0,3.2296708e-08," other",0
"lcl|MZ501081.1_prot_QXV80858.1_9",0,0.05,0.03,0.04,0.04,0.01,0.06,0.01,0.17,0.01,9.59,1,0,6.462998e-07," other",0
"lcl|MZ501081.1_prot_QXV80859.1_10",0,0.06,0.02,0.01,0.06,0.01,0.06,0.02,0,0.02,9.74,1,0,9.511668e-05," other",0
"lcl|MZ501081.1_prot_QXV80860.1_11",0,0,0,0,0,0,0,0,0,0.02,9.97,1,0,6.534762e-08," other",0
"lcl|MZ501081.1_prot_QXV80861.1_12",0.01,0.12,0.02,0.01,0.02,0.73,0.06,0.01,0.06,0.05,8.91,1,0,2.1603453e-05," other",0
"lcl|MZ501081.1_prot_QXV80862.1_13",0.16,0.52,0.18,0.1,0.24,0.98,0.35,0.1,0.17,0.17,7.03,0.99,0,0.00038797603," other",0
"lcl|MZ501081.1_prot_QXV80863.1_14",0,0,0,0,0,0,0,0,0,0,10,1,0,4.1816418e-07," other",0
"lcl|MZ501081.1_prot_QXV80864.1_15",0,0.31,0.01,0,0.04,0.01,0.02,0,0.01,0.42,9.18,1,0,1.8232561e-06," other",0
"lcl|MZ501081.1_prot_QXV80865.1_16",0.01,0.05,0.01,0.01,0.03,0.68,0.07,0.01,0.04,0.07,9.02,1,0,9.519165e-06," other",0
"lcl|MZ501081.1_prot_QXV80866.1_17",0.06,0.11,0.07,0.04,0.18,0.12,0.21,0.05,0.19,0.25,8.72,1,0,7.640851e-06," other",0
"lcl|MZ501081.1_prot_QXV80867.1_18",0,0,0,0,0,0,0,0,0,0.01,9.99,1,0,2.0298227e-08," other",0
"lcl|MZ501081.1_prot_QXV80868.1_19",0,0,0,0,0,0,0,0,0,8.12,1.88,0.92,0,3.9212594e-08," other",0
"lcl|MZ501081.1_prot_QXV80869.1_20",0.01,0.11,0.14,0.01,0.02,0.04,0.12,0.03,0.1,0.21,9.23,1,0,5.0447295e-07," other",0
"lcl|MZ501081.1_prot_QXV80870.1_21",0,0,0,0,0,0,0,0,0.01,0.04,9.94,1,0,2.8830545e-05," other",0
"lcl|MZ501081.1_prot_QXV80871.1_22",0,0,0,0,0,0,0,0,0,0,10,1,0,4.700713e-05," other",0
"lcl|MZ501081.1_prot_QXV80872.1_23",0.02,0.08,0.06,0.11,0.04,0.03,0.05,0.03,0.02,0.01,9.55,1,0,1.890953e-08," other",0
"lcl|MZ501081.1_prot_QXV80873.1_24",0.02,0.14,0.03,0.15,0.13,0.21,0.08,0.02,0.04,0.12,9.05,1,0,1.267609e-06," other",0
"lcl|MZ501081.1_prot_QXV80874.1_25",0,0.04,0,0.03,0.01,0.03,0.01,0,0.01,0.01,9.86,1,0,8.7019896e-07," other",0
"lcl|MZ501081.1_prot_QXV80875.1_26",0.01,0.12,0.02,0.01,0.02,0.02,0.05,0.02,0.02,0.03,9.69,1,0,4.9977065e-05," other",0
"lcl|MZ501081.1_prot_QXV80876.1_27",0.05,0.25,0.09,0.05,0.14,0.2,0.33,0.06,0.45,0.09,8.29,0.99,0,3.0243602e-05," other",0
"lcl|MZ501081.1_prot_QXV80877.1_28",0,2.25,0,0,0,0.11,0.08,0,0.01,0.01,7.53,0.99,0,0.0054505076," other",0
"lcl|MZ501081.1_prot_QXV80878.1_29",0,0.1,0.01,0,0.03,0.05,0.07,0,0.01,0.05,9.67,1,0,3.4821544e-06," other",0
"lcl|MZ501081.1_prot_QXV80879.1_30",0.01,0.16,0.02,0.01,0.04,0.03,0.12,0.02,0.04,0.12,9.43,1,0,0.0002209619," other",0
"lcl|MZ501081.1_prot_QXV80880.1_31",0.06,0.22,0.11,0.04,0.18,0.28,0.26,0.06,0.06,0.12,8.62,1,0,9.110247e-08," other",0
"lcl|MZ501081.1_prot_QXV80881.1_32",0,0.02,0.01,0.02,0.03,0.01,0.03,0,0.01,0.18,9.67,1,0,1.2987414e-09," other",0
"lcl|MZ501081.1_prot_QXV80882.1_33",0.33,0.24,0.54,1.57,0.14,0.76,0.23,0.21,0.07,1.76,4.13,0.97,0,1.5224776e-05," other",0
"lcl|MZ501081.1_prot_QXV80883.1_34",0.02,0.19,0.05,0.01,0.11,0.03,0.14,0.01,0.05,0.04,9.35,1,0,7.599202e-07," other",0
"lcl|MZ501081.1_prot_QXV80884.1_35",0,0.13,0.01,0,0.01,0.64,0.01,0,0.02,2.48,6.68,0.98,0,1.0379132e-06," other",0
"lcl|MZ501081.1_prot_QXV80885.1_36",0,0.04,0.01,0,0.08,0.06,0.03,0,0.04,0.1,9.64,1,0,6.811699e-07," other",0
"lcl|MZ501081.1_prot_QXV80886.1_37",0,0,0,0,0,0,0,0,0,0,9.99,1,0,1.4647067e-06," other",0
"lcl|MZ501081.1_prot_QXV80887.1_38",0.01,0.13,0.02,0.02,0.11,0.24,0.1,0.03,0.05,0.19,9.09,1,0,4.1298827e-07," other",0
"lcl|MZ501081.1_prot_QXV80888.1_39",0.4,1.4,0.14,2.73,0.6,0.16,0.27,0.11,0.12,0.2,3.87,0.97,0,3.3668024e-07," other",0
"lcl|MZ501081.1_prot_QXV80889.1_40",0,0,0,0,0,0,0,0,0,0,10,1,0,4.4328726e-07," other",0
"lcl|MZ501081.1_prot_QXV80890.1_41",0.18,5.08,0.01,0.33,0.04,0.03,0.08,0.03,0.02,0.04,4.16,0.16,0,5.6639472e-08," other",0
"lcl|MZ501081.1_prot_QXV80891.1_42",1.31,0.9,1.72,0.25,0.38,1.5,0.57,0.22,0.8,1.41,0.92,0.69,0,9.877993e-06," portal",0
"lcl|MZ501081.1_prot_QXV80892.1_43",2.58,0.63,0.15,0.21,0.17,2.02,0.31,0.1,0.22,2.34,1.27,0.84,0,0.0008248833," other",0
"lcl|MZ501081.1_prot_QXV80893.1_44",1.19,8.55,0,0.01,0,0.01,0.01,0.01,0,0.02,0.2,0.32,0,2.1481239e-05," major_capsid",0
"lcl|MZ501081.1_prot_QXV80894.1_45",0.01,0.14,0.01,0,0.04,0.57,7.77,0.01,0.03,0.15,1.26,0.87,0,0.0011671764," tail_fiber",1
"lcl|MZ501081.1_prot_QXV80895.1_46",0.14,0.1,0.17,0.12,0.32,0.23,8.12,0.06,0.38,0.06,0.31,0.9,1,0.96649355," tail_fiber",1
"lcl|MZ501081.1_prot_QXV80896.1_47",0,0.05,0.01,0,0.04,0.2,0.03,0,0.05,0.03,9.58,1,0,1.6743716e-05," other",0
"lcl|MZ501081.1_prot_QXV80897.1_48",0.66,1.15,0.14,0.09,0.2,1.39,0.78,0.18,0.52,2.53,2.35,0.57,0,0.0026150965," other",0
"lcl|MZ501081.1_prot_QXV80898.1_49",0.63,3.35,0.03,0.02,0.03,5.22,0.06,0.02,0.04,0.08,0.52,0.94,0,0.0002589335," other",0
"lcl|MZ501081.1_prot_QXV80899.1_50",5.32,0.64,0.07,0.08,0.17,2.07,0.19,0.07,0.08,0.11,1.21,0.93,0,0.0017499651," other",0
"lcl|MZ501081.1_prot_QXV80900.1_51",0,0.02,0.03,0,0.01,0,9.73,0,0.17,0,0.02,0.98,1,0.99842405," tail_fiber",1
"lcl|MZ501078.1_prot_QXV80626.1_1",0.03,0.29,0.02,0.05,0.17,0.11,0.19,0.04,0.06,0.09,8.94,1,0,1.4355658e-07," other",0
"lcl|MZ501078.1_prot_QXV80627.1_2",0.03,0.16,0.08,0.01,0.06,0.58,0.03,0.02,0.16,4.26,4.61,0.98,0,6.582776e-06," other",0
"lcl|MZ501078.1_prot_QXV80628.1_3",0.07,0.4,0.07,0.03,0.26,0.43,0.26,0.03,0.36,0.34,7.77,0.99,0,1.4137709e-05," other",0
"lcl|MZ501078.1_prot_QXV80629.1_4",0.04,0.18,0.09,0.03,0.07,0.11,0.21,0.02,0.06,0.18,9.01,1,0,9.027571e-06," other",0
"lcl|MZ501078.1_prot_QXV80630.1_5",0.19,0.54,0.11,0.11,0.26,0.94,0.29,0.14,0.24,0.45,6.72,0.98,0,0.00052541454," other",0
"lcl|MZ501078.1_prot_QXV80631.1_6",0,0,0,0.01,0,0,0,0,0,3.6,6.38,0.98,0,3.1499815e-06," other",0
"lcl|MZ501078.1_prot_QXV80632.1_7",0,0.04,0,0,0.01,0.16,0,0,0,2.46,7.32,0.99,0,1.4973285e-08," other",0
"lcl|MZ501078.1_prot_QXV80633.1_8",0.05,0.72,0.12,0.13,0.24,0.04,0.4,0.02,0.7,0.26,7.33,0.99,0,1.2791475e-05," other",0
"lcl|MZ501078.1_prot_QXV80634.1_9",0.01,0.07,0.04,0.04,0.13,0.07,0.11,0.02,0.01,0.12,9.39,1,0,0.0005322478," other",0
"lcl|MZ501078.1_prot_QXV80635.1_10",0,0.06,0,0.01,0.02,0,0.01,0,0.01,0.02,9.87,1,0,1.13777705e-05," other",0
"lcl|MZ501078.1_prot_QXV80636.1_11",0.01,0.07,0.01,0,0.02,0.54,0.04,0.01,0.03,0.03,9.25,1,0,1.1307297e-05," other",0
"lcl|MZ501078.1_prot_QXV80637.1_12",0.16,0.52,0.17,0.1,0.23,1.37,0.36,0.1,0.21,0.17,6.61,0.98,0,0.00033066966," other",0
"lcl|MZ501078.1_prot_QXV80638.1_13",0,0,0,0,0,0,0,0,0,0,10,1,0,1.0590384e-06," other",0
"lcl|MZ501078.1_prot_QXV80639.1_14",0,0.01,0,0,0,0,0,0,0,0.11,9.88,1,0,4.8902702e-08," other",0
"lcl|MZ501078.1_prot_QXV80640.1_15",0.02,0.1,0.06,0.03,0.19,0.76,0.15,0.03,0.06,0.16,8.44,0.99,0,7.463248e-06," other",0
"lcl|MZ501078.1_prot_QXV80641.1_16",0.01,0.06,0.03,0.01,0.01,0.05,0.13,0.02,0.19,0.09,9.39,1,0,4.1099647e-06," other",0
"lcl|MZ501078.1_prot_QXV80642.1_17",0,0,0,0,0,0,0,0,0,0.01,9.99,1,0,1.3420754e-07," other",0
"lcl|MZ501078.1_prot_QXV80643.1_18",0,0,0,0,0,0,0,0,0,8.12,1.88,0.92,0,3.9212594e-08," other",0
